Level 1,Level 2,Level 3,Level 4,Case Scenario,Change Step Type,Target level 1,Target level 2,Target level 3,Target level 4
臺南市,佳里區,仁愛路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,公園路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,六合街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,六安街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,六順路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,文化西路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,文化路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,四安街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,四維一街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,四維二街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,四維三街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,外渡頭,,Add,Division Adjustment 1,,,,
臺南市,佳里區,平等東街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,平等街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,民生街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,民權街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,光明街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,光復路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,光華街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,同心街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,同安寮,,Add,Division Adjustment 1,,,,
臺南市,佳里區,安北路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,安西,,Add,Division Adjustment 1,,,,
臺南市,佳里區,安西路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,安南路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,成功路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,自由街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,育善街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,佳北路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,佳安中街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,佳安北街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,佳安西路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,佳安東路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,佳安南路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,佳西路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,佳東路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,佳南路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,和平街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,延平路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,忠仁街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,忠孝東路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,忠孝路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,林園街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,長安街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,青年街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,信義一街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,信義二街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,南勢街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,建中街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,建南,,Add,Division Adjustment 1,,,,
臺南市,佳里區,建南街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,埔頂,,Add,Division Adjustment 1,,,,
臺南市,佳里區,崇德街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,祥和一街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,祥和二街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,祥和三街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,祥和五街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,蚶寮,,Add,Division Adjustment 1,,,,
臺南市,佳里區,頂廍,,Add,Division Adjustment 1,,,,
臺南市,佳里區,勝利路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,博愛東街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,博愛街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,復興路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,番子寮,,Add,Division Adjustment 1,,,,
臺南市,佳里區,菜寮,,Add,Division Adjustment 1,,,,
臺南市,佳里區,萊芉寮,,Add,Division Adjustment 1,,,,
臺南市,佳里區,進學路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,新生東路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,新生路,,Add,Division Adjustment 1,,,,
臺南市,佳里區,溪州,,Add,Division Adjustment 1,,,,
臺南市,佳里區,義民街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,興中街,,Add,Division Adjustment 1,,,,
臺南市,佳里區,營頂,,Add,Division Adjustment 1,,,,
臺南市,佳里區,鎮山,,Add,Division Adjustment 1,,,,
臺南市,佳里區,鎮山街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,一秀,,Add,Division Adjustment 1,,,,
臺南市,學甲區,八德街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,三民路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,下溪洲,,Add,Division Adjustment 1,,,,
臺南市,學甲區,大順路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,大灣,,Add,Division Adjustment 1,,,,
臺南市,學甲區,山寮,,Add,Division Adjustment 1,,,,
臺南市,學甲區,中山路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,中正南路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,中正路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,中華路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,中學路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,仁安街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,仁利街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,仁和街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,仁愛路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,公園街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,公舘路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,天水路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,太平路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,四維街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,民生路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,民族路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,民權路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,瓦寮,,Add,Division Adjustment 1,,,,
臺南市,學甲區,宅子港,,Add,Division Adjustment 1,,,,
臺南市,學甲區,成功路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,自立街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,自強路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,和平路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,忠孝街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,東竹圍,,Add,Division Adjustment 1,,,,
臺南市,學甲區,東興街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,法源路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,信義路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,建國東路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,建國路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,重信路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,宮西路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,頂山寮,,Add,Division Adjustment 1,,,,
臺南市,學甲區,博愛街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,華宗路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,新生路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,新興路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,煥昌,,Add,Division Adjustment 1,,,,
臺南市,學甲區,裕農街,,Add,Division Adjustment 1,,,,
臺南市,學甲區,過港子,,Add,Division Adjustment 1,,,,
臺南市,學甲區,綿和路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,廣文路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,德安寮,,Add,Division Adjustment 1,,,,
臺南市,學甲區,學甲寮,,Add,Division Adjustment 1,,,,
臺南市,學甲區,興業路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,頭港子,,Add,Division Adjustment 1,,,,
臺南市,學甲區,濟生路,,Add,Division Adjustment 1,,,,
臺南市,學甲區,寶發路,,Add,Division Adjustment 1,,,,
臺南市,西港區,八份,,Add,Division Adjustment 1,,,,
臺南市,西港區,下宅子,,Add,Division Adjustment 1,,,,
臺南市,西港區,大竹林,,Add,Division Adjustment 1,,,,
臺南市,西港區,大�寮,,Add,Division Adjustment 1,,,,
臺南市,西港區,中山路,,Add,Division Adjustment 1,,,,
臺南市,西港區,中州,,Add,Division Adjustment 1,,,,
臺南市,西港區,文化路,,Add,Division Adjustment 1,,,,
臺南市,西港區,南海埔,,Add,Division Adjustment 1,,,,
臺南市,西港區,後營,,Add,Division Adjustment 1,,,,
臺南市,西港區,蚶西港,,Add,Division Adjustment 1,,,,
臺南市,西港區,進學街,,Add,Division Adjustment 1,,,,
臺南市,西港區,新港,,Add,Division Adjustment 1,,,,
臺南市,西港區,新興街,,Add,Division Adjustment 1,,,,
臺南市,西港區,溪埔寮,,Add,Division Adjustment 1,,,,
臺南市,西港區,劉厝,,Add,Division Adjustment 1,,,,
臺南市,西港區,慶安路,,Add,Division Adjustment 1,,,,
臺南市,七股區,三股,,Add,Division Adjustment 1,,,,
臺南市,七股區,大埕,,Add,Division Adjustment 1,,,,
臺南市,七股區,大寮,,Add,Division Adjustment 1,,,,
臺南市,七股區,永吉,,Add,Division Adjustment 1,,,,
臺南市,七股區,玉成,,Add,Division Adjustment 1,,,,
臺南市,七股區,竹港,,Add,Division Adjustment 1,,,,
臺南市,七股區,竹橋,,Add,Division Adjustment 1,,,,
臺南市,七股區,看坪,,Add,Division Adjustment 1,,,,
臺南市,七股區,港西,,Add,Division Adjustment 1,,,,
臺南市,七股區,塩埕,,Add,Division Adjustment 1,,,,
臺南市,七股區,溪南,,Add,Division Adjustment 1,,,,
臺南市,七股區,義合,,Add,Division Adjustment 1,,,,
臺南市,七股區,樹林,,Add,Division Adjustment 1,,,,
臺南市,七股區,篤加,,Add,Division Adjustment 1,,,,
臺南市,七股區,龍山,,Add,Division Adjustment 1,,,,
臺南市,將軍區,三吉,,Add,Division Adjustment 1,,,,
臺南市,將軍區,仁巷,,Add,Division Adjustment 1,,,,
臺南市,將軍區,北埔,,Add,Division Adjustment 1,,,,
臺南市,將軍區,北嘉,,Add,Division Adjustment 1,,,,
臺南市,將軍區,玉山,,Add,Division Adjustment 1,,,,
臺南市,將軍區,西華,,Add,Division Adjustment 1,,,,
臺南市,將軍區,忠興,,Add,Division Adjustment 1,,,,
臺南市,將軍區,昌平,,Add,Division Adjustment 1,,,,
臺南市,將軍區,長榮,,Add,Division Adjustment 1,,,,
臺南市,將軍區,將富,,Add,Division Adjustment 1,,,,
臺南市,將軍區,將榮,,Add,Division Adjustment 1,,,,
臺南市,將軍區,鯤溟,,Add,Division Adjustment 1,,,,
臺南市,北門區,三寮灣,,Add,Division Adjustment 1,,,,
臺南市,北門區,井子脚,,Add,Division Adjustment 1,,,,
臺南市,北門區,北門,,Add,Division Adjustment 1,,,,
臺南市,北門區,灰�港,,Add,Division Adjustment 1,,,,
臺南市,北門區,西埔內,,Add,Division Adjustment 1,,,,
臺南市,北門區,渡子頭,,Add,Division Adjustment 1,,,,
臺南市,北門區,溪底寮,,Add,Division Adjustment 1,,,,
臺南市,北門區,舊埕,,Add,Division Adjustment 1,,,,
臺南市,北門區,雙春,,Add,Division Adjustment 1,,,,
臺南市,北門區,蘆竹溝,,Add,Division Adjustment 1,,,,
臺南市,新化區,三十六崙,,Add,Division Adjustment 1,,,,
臺南市,新化區,大同街,,Add,Division Adjustment 1,,,,
臺南市,新化區,大坑尾,,Add,Division Adjustment 1,,,,
臺南市,新化區,大智路,,Add,Division Adjustment 1,,,,
臺南市,新化區,大新路,,Add,Division Adjustment 1,,,,
臺南市,新化區,大德路,,Add,Division Adjustment 1,,,,
臺南市,新化區,中山路,,Add,Division Adjustment 1,,,,
臺南市,新化區,中正路,,Add,Division Adjustment 1,,,,
臺南市,新化區,中興路,,Add,Division Adjustment 1,,,,
臺南市,新化區,仁愛街,,Add,Division Adjustment 1,,,,
臺南市,新化區,公園路,,Add,Division Adjustment 1,,,,
臺南市,新化區,太平街,,Add,Division Adjustment 1,,,,
臺南市,新化區,北勢,,Add,Division Adjustment 1,,,,
臺南市,新化區,正新北路,,Add,Division Adjustment 1,,,,
臺南市,新化區,正新南路,,Add,Division Adjustment 1,,,,
臺南市,新化區,正新路,,Add,Division Adjustment 1,,,,
臺南市,新化區,民生路,,Add,Division Adjustment 1,,,,
臺南市,新化區,民治路,,Add,Division Adjustment 1,,,,
臺南市,新化區,民族街,,Add,Division Adjustment 1,,,,
臺南市,新化區,民權街,,Add,Division Adjustment 1,,,,
臺南市,新化區,永新路,,Add,Division Adjustment 1,,,,
臺南市,新化區,光明路,,Add,Division Adjustment 1,,,,
臺南市,新化區,竹子脚,,Add,Division Adjustment 1,,,,
臺南市,新化區,竹林路,,Add,Division Adjustment 1,,,,
臺南市,新化區,和平街,,Add,Division Adjustment 1,,,,
臺南市,新化區,忠孝街,,Add,Division Adjustment 1,,,,
臺南市,新化區,忠孝路,,Add,Division Adjustment 1,,,,
臺南市,新化區,知母義,,Add,Division Adjustment 1,,,,
臺南市,新化區,金華街,,Add,Division Adjustment 1,,,,
臺南市,新化區,長青街,,Add,Division Adjustment 1,,,,
臺南市,新化區,信義路,,Add,Division Adjustment 1,,,,
臺南市,新化區,建國街,,Add,Division Adjustment 1,,,,
臺南市,新化區,茄冬坑,,Add,Division Adjustment 1,,,,
臺南市,新化區,健康路,,Add,Division Adjustment 1,,,,
臺南市,新化區,唪口,,Add,Division Adjustment 1,,,,
臺南市,新化區,崙子頂,,Add,Division Adjustment 1,,,,
臺南市,新化區,頂山脚,,Add,Division Adjustment 1,,,,
臺南市,新化區,�拔林,,Add,Division Adjustment 1,,,,
臺南市,新化區,復興路,,Add,Division Adjustment 1,,,,
臺南市,新化區,新和庄,,Add,Division Adjustment 1,,,,
臺南市,新化區,新和庒,,Add,Division Adjustment 1,,,,
臺南市,新化區,蔡厝仔,,Add,Division Adjustment 1,,,,
臺南市,新化區,礁坑子,,Add,Division Adjustment 1,,,,
臺南市,新化區,護安街,,Add,Division Adjustment 1,,,,
臺南市,善化區,三民路,,Add,Division Adjustment 1,,,,
臺南市,善化區,三抱竹,,Add,Division Adjustment 1,,,,
臺南市,善化區,三抱竹路,,Add,Division Adjustment 1,,,,
臺南市,善化區,大同路,,Add,Division Adjustment 1,,,,
臺南市,善化區,大成路,,Add,Division Adjustment 1,,,,
臺南市,善化區,大利二路,,Add,Division Adjustment 1,,,,
臺南市,善化區,大利三路,,Add,Division Adjustment 1,,,,
臺南市,善化區,大信路,,Add,Division Adjustment 1,,,,
臺南市,善化區,大智路,,Add,Division Adjustment 1,,,,
臺南市,善化區,中山路,,Add,Division Adjustment 1,,,,
臺南市,善化區,中正路,,Add,Division Adjustment 1,,,,
臺南市,善化區,中和街,,Add,Division Adjustment 1,,,,
臺南市,善化區,中華路,,Add,Division Adjustment 1,,,,
臺南市,善化區,中興路,,Add,Division Adjustment 1,,,,
臺南市,善化區,什乃,,Add,Division Adjustment 1,,,,
臺南市,善化區,仁愛路,,Add,Division Adjustment 1,,,,
臺南市,善化區,公園路,,Add,Division Adjustment 1,,,,
臺南市,善化區,六分寮,,Add,Division Adjustment 1,,,,
臺南市,善化區,文化路,,Add,Division Adjustment 1,,,,
臺南市,善化區,文正路,,Add,Division Adjustment 1,,,,
臺南市,善化區,文昌路,,Add,Division Adjustment 1,,,,
臺南市,善化區,文康街,,Add,Division Adjustment 1,,,,
臺南市,善化區,文賢街,,Add,Division Adjustment 1,,,,
臺南市,善化區,月眉園路,,Add,Division Adjustment 1,,,,
臺南市,善化區,木柵港西路,,Add,Division Adjustment 1,,,,
臺南市,善化區,木柵港東路,,Add,Division Adjustment 1,,,,
臺南市,善化區,牛庄,,Add,Division Adjustment 1,,,,
臺南市,善化區,北子店,,Add,Division Adjustment 1,,,,
臺南市,善化區,北園一路,,Add,Division Adjustment 1,,,,
臺南市,善化區,四維路,,Add,Division Adjustment 1,,,,
臺南市,善化區,平等路,,Add,Division Adjustment 1,,,,
臺南市,善化區,民生路,,Add,Division Adjustment 1,,,,
臺南市,善化區,民族路,,Add,Division Adjustment 1,,,,
臺南市,善化區,民權路,,Add,Division Adjustment 1,,,,
臺南市,善化區,永安路,,Add,Division Adjustment 1,,,,
臺南市,善化區,永福路,,Add,Division Adjustment 1,,,,
臺南市,善化區,目加溜灣大道,,Add,Division Adjustment 1,,,,
臺南市,善化區,光文路,,Add,Division Adjustment 1,,,,
臺南市,善化區,光明路,,Add,Division Adjustment 1,,,,
臺南市,善化區,光復一街,,Add,Division Adjustment 1,,,,
臺南市,善化區,光復二街,,Add,Division Adjustment 1,,,,
臺南市,善化區,光復三街,,Add,Division Adjustment 1,,,,
臺南市,善化區,光復路,,Add,Division Adjustment 1,,,,
臺南市,善化區,光華路,,Add,Division Adjustment 1,,,,
臺南市,善化區,光輝街,,Add,Division Adjustment 1,,,,
臺南市,善化區,安順一路,,Add,Division Adjustment 1,,,,
臺南市,善化區,成功路,,Add,Division Adjustment 1,,,,
臺南市,善化區,百二甲,,Add,Division Adjustment 1,,,,
臺南市,善化區,自由路,,Add,Division Adjustment 1,,,,
臺南市,善化區,自立路,,Add,Division Adjustment 1,,,,
臺南市,善化區,自強路,,Add,Division Adjustment 1,,,,
臺南市,善化區,西拉雅大道,,Add,Division Adjustment 1,,,,
臺南市,善化區,西善一路,,Add,Division Adjustment 1,,,,
臺南市,善化區,西衛,,Add,Division Adjustment 1,,,,
臺南市,善化區,坐駕,,Add,Division Adjustment 1,,,,
臺南市,善化區,和平路,,Add,Division Adjustment 1,,,,
臺南市,善化區,忠孝路,,Add,Division Adjustment 1,,,,
臺南市,善化區,東勢宅,,Add,Division Adjustment 1,,,,
臺南市,善化區,東勢寮,,Add,Division Adjustment 1,,,,
臺南市,善化區,青年路,,Add,Division Adjustment 1,,,,
臺南市,善化區,保安街,,Add,Division Adjustment 1,,,,
臺南市,善化區,信義路,,Add,Division Adjustment 1,,,,
臺南市,善化區,南科七路,,Add,Division Adjustment 1,,,,
臺南市,善化區,南科九路,,Add,Division Adjustment 1,,,,
臺南市,善化區,南科八路,,Add,Division Adjustment 1,,,,
臺南市,善化區,南科北路,,Add,Division Adjustment 1,,,,
臺南市,善化區,建國路,,Add,Division Adjustment 1,,,,
臺南市,善化區,建業路,,Add,Division Adjustment 1,,,,
臺南市,善化區,胡厝寮,,Add,Division Adjustment 1,,,,
臺南市,善化區,茄拔,,Add,Division Adjustment 1,,,,
臺南市,善化區,烏橋中路,,Add,Division Adjustment 1,,,,
臺南市,善化區,益民寮,,Add,Division Adjustment 1,,,,
臺南市,善化區,健康街,,Add,Division Adjustment 1,,,,
臺南市,善化區,博愛路,,Add,Division Adjustment 1,,,,
臺南市,善化區,善新大道,,Add,Division Adjustment 1,,,,
臺南市,善化區,善新西路,,Add,Division Adjustment 1,,,,
臺南市,善化區,復興街,,Add,Division Adjustment 1,,,,
臺南市,善化區,華中街,,Add,Division Adjustment 1,,,,
臺南市,善化區,進學路,,Add,Division Adjustment 1,,,,
臺南市,善化區,陽光二路,,Add,Division Adjustment 1,,,,
臺南市,善化區,陽光三路,,Add,Division Adjustment 1,,,,
臺南市,善化區,陽光大道,,Add,Division Adjustment 1,,,,
臺南市,善化區,陽光北一路,,Add,Division Adjustment 1,,,,
臺南市,善化區,陽光南一路,,Add,Division Adjustment 1,,,,
臺南市,善化區,陽明路,,Add,Division Adjustment 1,,,,
臺南市,善化區,新興街,,Add,Division Adjustment 1,,,,
臺南市,善化區,溪尾,,Add,Division Adjustment 1,,,,
臺南市,善化區,溪底寮,,Add,Division Adjustment 1,,,,
臺南市,善化區,裕民街,,Add,Division Adjustment 1,,,,
臺南市,善化區,裕德路,,Add,Division Adjustment 1,,,,
臺南市,善化區,蓮潭北一街,,Add,Division Adjustment 1,,,,
臺南市,善化區,蓮潭北二街,,Add,Division Adjustment 1,,,,
臺南市,善化區,蓮潭北二街東段,,Add,Division Adjustment 1,,,,
臺南市,善化區,蓮潭北三街,,Add,Division Adjustment 1,,,,
臺南市,善化區,蓮潭南街,,Add,Division Adjustment 1,,,,
臺南市,善化區,蓮潭路,,Add,Division Adjustment 1,,,,
臺南市,善化區,樹人路,,Add,Division Adjustment 1,,,,
臺南市,善化區,燈會街,,Add,Division Adjustment 1,,,,
臺南市,善化區,興安街,,Add,Division Adjustment 1,,,,
臺南市,善化區,興華路,,Add,Division Adjustment 1,,,,
臺南市,善化區,興農路,,Add,Division Adjustment 1,,,,
臺南市,善化區,龍目井路,,Add,Division Adjustment 1,,,,
臺南市,善化區,環西路,,Add,Division Adjustment 1,,,,
臺南市,善化區,環東路,,Add,Division Adjustment 1,,,,
臺南市,新市區,三民街,,Add,Division Adjustment 1,,,,
臺南市,新市區,三舍,,Add,Division Adjustment 1,,,,
臺南市,新市區,大同街,,Add,Division Adjustment 1,,,,
臺南市,新市區,大利一路,,Add,Division Adjustment 1,,,,
臺南市,新市區,大社,,Add,Division Adjustment 1,,,,
臺南市,新市區,大洲,,Add,Division Adjustment 1,,,,
臺南市,新市區,大順一路,,Add,Division Adjustment 1,,,,
臺南市,新市區,大順七路,,Add,Division Adjustment 1,,,,
臺南市,新市區,大順九路,,Add,Division Adjustment 1,,,,
臺南市,新市區,大順三路,,Add,Division Adjustment 1,,,,
臺南市,新市區,大順五路,,Add,Division Adjustment 1,,,,
臺南市,新市區,大順六路,,Add,Division Adjustment 1,,,,
臺南市,新市區,大業一路,,Add,Division Adjustment 1,,,,
臺南市,新市區,大營,,Add,Division Adjustment 1,,,,
臺南市,新市區,中山路,,Add,Division Adjustment 1,,,,
臺南市,新市區,中心東路,,Add,Division Adjustment 1,,,,
臺南市,新市區,中心路,,Add,Division Adjustment 1,,,,
臺南市,新市區,中正路,,Add,Division Adjustment 1,,,,
臺南市,新市區,中華路,,Add,Division Adjustment 1,,,,
臺南市,新市區,中興街,,Add,Division Adjustment 1,,,,
臺南市,新市區,仁愛街,,Add,Division Adjustment 1,,,,
臺南市,新市區,王甲路,,Add,Division Adjustment 1,,,,
臺南市,新市區,可口街,,Add,Division Adjustment 1,,,,
臺南市,新市區,民生路,,Add,Division Adjustment 1,,,,
臺南市,新市區,民族路,,Add,Division Adjustment 1,,,,
臺南市,新市區,民權路,,Add,Division Adjustment 1,,,,
臺南市,新市區,永就,,Add,Division Adjustment 1,,,,
臺南市,新市區,永華二街,,Add,Division Adjustment 1,,,,
臺南市,新市區,永華三街,,Add,Division Adjustment 1,,,,
臺南市,新市區,永華五街,,Add,Division Adjustment 1,,,,
臺南市,新市區,永新路,,Add,Division Adjustment 1,,,,
臺南市,新市區,永漢路,,Add,Division Adjustment 1,,,,
臺南市,新市區,永福街,,Add,Division Adjustment 1,,,,
臺南市,新市區,光明街,,Add,Division Adjustment 1,,,,
臺南市,新市區,光華街,,Add,Division Adjustment 1,,,,
臺南市,新市區,成功街,,Add,Division Adjustment 1,,,,
臺南市,新市區,自由街,,Add,Division Adjustment 1,,,,
臺南市,新市區,自強街,,Add,Division Adjustment 1,,,,
臺南市,新市區,西拉雅大道,,Add,Division Adjustment 1,,,,
臺南市,新市區,西寧街,,Add,Division Adjustment 1,,,,
臺南市,新市區,和平街,,Add,Division Adjustment 1,,,,
臺南市,新市區,奇業路,,Add,Division Adjustment 1,,,,
臺南市,新市區,店頂,,Add,Division Adjustment 1,,,,
臺南市,新市區,延平街,,Add,Division Adjustment 1,,,,
臺南市,新市區,忠孝街,,Add,Division Adjustment 1,,,,
臺南市,新市區,昆明街,,Add,Division Adjustment 1,,,,
臺南市,新市區,社內,,Add,Division Adjustment 1,,,,
臺南市,新市區,社皮,,Add,Division Adjustment 1,,,,
臺南市,新市區,長安街,,Add,Division Adjustment 1,,,,
臺南市,新市區,信義街,,Add,Division Adjustment 1,,,,
臺南市,新市區,南昌街,,Add,Division Adjustment 1,,,,
臺南市,新市區,南科一路,,Add,Division Adjustment 1,,,,
臺南市,新市區,南科七路,,Add,Division Adjustment 1,,,,
臺南市,新市區,南科二路,,Add,Division Adjustment 1,,,,
臺南市,新市區,南科三路,,Add,Division Adjustment 1,,,,
臺南市,新市區,南科五路,,Add,Division Adjustment 1,,,,
臺南市,新市區,南科六路,,Add,Division Adjustment 1,,,,
臺南市,新市區,南港街,,Add,Division Adjustment 1,,,,
臺南市,新市區,活水路,,Add,Division Adjustment 1,,,,
臺南市,新市區,看西路,,Add,Division Adjustment 1,,,,
臺南市,新市區,風鈴路,,Add,Division Adjustment 1,,,,
臺南市,新市區,國際路,,Add,Division Adjustment 1,,,,
臺南市,新市區,曼陀林路,,Add,Division Adjustment 1,,,,
臺南市,新市區,創業路,,Add,Division Adjustment 1,,,,
臺南市,新市區,勝利街,,Add,Division Adjustment 1,,,,
臺南市,新市區,善新大道,,Add,Division Adjustment 1,,,,
臺南市,新市區,堤塘港路,,Add,Division Adjustment 1,,,,
臺南市,新市區,富中街,,Add,Division Adjustment 1,,,,
臺南市,新市區,富安一街,,Add,Division Adjustment 1,,,,
臺南市,新市區,富安七街,,Add,Division Adjustment 1,,,,
臺南市,新市區,富安二街,,Add,Division Adjustment 1,,,,
臺南市,新市區,富安三街,,Add,Division Adjustment 1,,,,
臺南市,新市區,富安五街,,Add,Division Adjustment 1,,,,
臺南市,新市區,富安六街,,Add,Division Adjustment 1,,,,
臺南市,新市區,富安路,,Add,Division Adjustment 1,,,,
臺南市,新市區,富林路,,Add,Division Adjustment 1,,,,
臺南市,新市區,富強路,,Add,Division Adjustment 1,,,,
臺南市,新市區,復興路,,Add,Division Adjustment 1,,,,
臺南市,新市區,紫楝路,,Add,Division Adjustment 1,,,,
臺南市,新市區,華美街,,Add,Division Adjustment 1,,,,
臺南市,新市區,華興街,,Add,Division Adjustment 1,,,,
臺南市,新市區,陽光大道,,Add,Division Adjustment 1,,,,
臺南市,新市區,陽光南一路,,Add,Division Adjustment 1,,,,
臺南市,新市區,道爺路,,Add,Division Adjustment 1,,,,
臺南市,新市區,綠園一街,,Add,Division Adjustment 1,,,,
臺南市,新市區,綠園二街,,Add,Division Adjustment 1,,,,
臺南市,新市區,銘傳街,,Add,Division Adjustment 1,,,,
臺南市,新市區,潭頂,,Add,Division Adjustment 1,,,,
臺南市,新市區,興業路,,Add,Division Adjustment 1,,,,
臺南市,新市區,龍目井路,,Add,Division Adjustment 1,,,,
臺南市,新市區,環西路,,Add,Division Adjustment 1,,,,
臺南市,新市區,環東路,,Add,Division Adjustment 1,,,,
臺南市,新市區,豐華,,Add,Division Adjustment 1,,,,
臺南市,新市區,豐榮,,Add,Division Adjustment 1,,,,
臺南市,安定區,牛肉寮,,Add,Division Adjustment 1,,,,
臺南市,安定區,北園二路,,Add,Division Adjustment 1,,,,
臺南市,安定區,北園三路,,Add,Division Adjustment 1,,,,
臺南市,安定區,安定,,Add,Division Adjustment 1,,,,
臺南市,安定區,安新一路,,Add,Division Adjustment 1,,,,
臺南市,安定區,沙崙,,Add,Division Adjustment 1,,,,
臺南市,安定區,定順路,,Add,Division Adjustment 1,,,,
臺南市,安定區,油車,,Add,Division Adjustment 1,,,,
臺南市,安定區,海寮,,Add,Division Adjustment 1,,,,
